"genus","family","order","W","V","H","N","K","p"
"Akschindlium","Fabaceae","Fabales",0,0,0,1,0,NA
"Alafia","Apocynaceae","Gentianales",0,2,0,26,0,NA
"Alamania","Orchidaceae","Asparagales",0,0,1,1,1,0
"Alangium","Cornaceae","Cornales",16,0,0,27,16,1
"Alania","Boryaceae","Asparagales",0,1,0,1,0,NA
"Alansmia","Polypodiaceae","Polypodiales",0,0,0,26,0,NA
"Alantsilodendron","Fabaceae","Fabales",3,0,0,9,3,1
"Alatiliparis","Orchidaceae","Asparagales",0,0,0,5,0,NA
"Alatoseta","Asteraceae","Asterales",0,0,0,1,0,NA
"Alberta","Rubiaceae","Gentianales",1,0,0,1,1,1
"Albertinia","Asteraceae","Asterales",0,0,0,1,0,NA
"Albertisia","Menispermaceae","Ranunculales",2,0,0,20,2,1
"Albidella","Alismataceae","Alismatales",0,0,0,1,0,NA
"Albizia","Fabaceae","Fabales",42,0,0,137,42,1
"Alboviodoxa","Asteraceae","Asterales",0,0,0,1,0,NA
"Albraunia","Plantaginaceae","Lamiales",0,0,0,3,0,NA
"Albuca","Asparagaceae","Asparagales",0,0,17,157,17,0
"Alcantarea","Bromeliaceae","Poales",0,0,0,1,0,NA
"Alcea","Malvaceae","Malvales",0,0,0,77,0,NA
"Alchemilla","Rosaceae","Rosales",1,2,7,598,8,0.125
"Alchornea","Euphorbiaceae","Malpighiales",14,0,0,52,14,1
"Alchorneopsis","Euphorbiaceae","Malpighiales",2,0,0,2,2,1
"Alcicornium","Polypodiaceae","Polypodiales",0,0,0,2,0,NA
"Aldama","Asteraceae","Asterales",0,0,0,2,0,NA
"Aldina","Fabaceae","Fabales",4,0,0,16,4,1
"Aldrovanda","Droseraceae","Caryophyllales",0,0,1,1,1,0
"Alectra","Orobanchaceae","Lamiales",0,0,2,34,2,0
"Alectryon","Sapindaceae","Sapindales",12,0,0,40,12,1
"Aleisanthia","Rubiaceae","Gentianales",0,0,0,2,0,NA
"Aleisanthiopsis","Rubiaceae","Gentianales",0,0,0,2,0,NA
"Alepidea","Apiaceae","Apiales",0,0,0,37,0,NA
"Alepidocline","Asteraceae","Asterales",0,0,1,4,1,0
"Alepis","Loranthaceae","Santalales",1,0,0,1,1,1
"Aletes","Apiaceae","Apiales",0,0,0,1,0,NA
"Aletris","Nartheciaceae","Dioscoreales",0,0,8,25,8,0
"Aleurites","Euphorbiaceae","Malpighiales",0,0,0,2,0,NA
"Aleuritopteris","Pteridaceae","Polypodiales",0,0,0,34,0,NA
"Alexa","Fabaceae","Fabales",3,0,0,11,3,1
"Alexfloydia","Poaceae","Poales",0,0,0,1,0,NA
"Alexgeorgea","Restionaceae","Poales",0,0,1,3,1,0
"Alfaroa","Juglandaceae","Fagales",4,0,0,8,4,1
"Alfredia","Asteraceae","Asterales",0,0,1,8,1,0
"Algernonia","Euphorbiaceae","Malpighiales",0,0,0,12,0,NA
"Algrizea","Myrtaceae","Myrtales",0,0,0,2,0,NA
"Alhagi","Fabaceae","Fabales",1,0,1,8,2,0.5
"Alibertia","Rubiaceae","Gentianales",2,0,0,26,2,1
"Alicia","Malpighiaceae","Malpighiales",0,0,0,2,0,NA
"Aliciella","Polemoniaceae","Ericales",0,0,0,21,0,NA
"Aliella","Asteraceae","Asterales",0,0,0,3,0,NA
"Alinula","Cyperaceae","Poales",0,0,1,4,1,0
"Aliopsis","Gentianaceae","Gentianales",0,0,0,1,0,NA
"Alisma","Alismataceae","Alismatales",0,0,6,11,6,0
"Alismorchis","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Alistilus","Fabaceae","Fabales",0,0,0,3,0,NA
"Alkanna","Boraginaceae","UnknownOrder-Boraginaceae",0,0,1,64,1,0
"Allagopappus","Asteraceae","Asterales",0,0,0,2,0,NA
"Allagoptera","Arecaceae","Arecales",3,0,0,5,3,1
"Allamanda","Apocynaceae","Gentianales",2,0,0,15,2,1
"Allanblackia","Clusiaceae","Malpighiales",4,0,0,9,4,1
"Allantodia","Athyriaceae","Polypodiales",0,0,0,98,0,NA
"Allantoma","Lecythidaceae","Ericales",4,0,0,8,4,1
"Allantospermum","Ixonanthaceae","Malpighiales",0,0,0,2,0,NA
"Allardia","Asteraceae","Asterales",0,0,0,2,0,NA
"Alleizettella","Rubiaceae","Gentianales",0,0,0,2,0,NA
"Allenrolfea","Amaranthaceae","Caryophyllales",3,0,0,3,3,1
"Allexis","Violaceae","Malpighiales",0,0,0,4,0,NA
"Alliaria","Brassicaceae","Brassicales",0,0,1,3,1,0
"Allionia","Nyctaginaceae","Caryophyllales",0,0,1,3,1,0
"Allittia","Asteraceae","Asterales",0,0,0,2,0,NA
"Allium","Amaryllidaceae","Asparagales",0,0,137,918,137,0
"Allmania","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Allmaniopsis","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Allocassine","Celastraceae","Celastrales",1,0,0,1,1,1
"Allocasuarina","Casuarinaceae","Fagales",58,0,0,61,58,1
"Allocheilos","Gesneriaceae","Lamiales",0,0,0,3,0,NA
"Allochrusa","Caryophyllaceae","Caryophyllales",0,0,0,8,0,NA
"Alloeochaete","Poaceae","Poales",0,0,0,6,0,NA
"Alloispermum","Asteraceae","Asterales",0,0,1,16,1,0
"Allolepis","Poaceae","Poales",0,0,0,1,0,NA
"Allomaieta","Melastomataceae","Myrtales",0,0,0,7,0,NA
"Allomarkgrafia","Apocynaceae","Gentianales",1,1,0,9,1,1
"Allomorphia","Melastomataceae","Myrtales",0,0,0,6,0,NA
"Alloneuron","Melastomataceae","Myrtales",0,0,0,4,0,NA
"Allophyllum","Polemoniaceae","Ericales",0,0,0,5,0,NA
"Allophylus","Sapindaceae","Sapindales",33,0,0,212,33,1
"Alloplectus","Gesneriaceae","Lamiales",0,0,0,6,0,NA
"Allopterigeron","Asteraceae","Asterales",0,0,0,1,0,NA
"Allosanthus","Sapindaceae","Sapindales",1,0,0,1,1,1
"Alloschemone","Araceae","Alismatales",0,0,0,2,0,NA
"Allosidastrum","Malvaceae","Malvales",0,0,0,4,0,NA
"Allosorus","Pteridaceae","Polypodiales",0,0,0,4,0,NA
"Allostelites","Equisetaceae","Equisetales",0,0,0,1,0,NA
"Allostigma","Gesneriaceae","Lamiales",0,0,0,1,0,NA
"Allosyncarpia","Myrtaceae","Myrtales",0,0,0,1,0,NA
"Alloteropsis","Poaceae","Poales",0,0,2,5,2,0
"Allotropa","Ericaceae","Ericales",0,0,0,1,0,NA
"Allowissadula","Malvaceae","Malvales",0,0,0,10,0,NA
"Allowoodsonia","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Alloxylon","Proteaceae","Proteales",4,0,0,4,4,1
"Alluaudia","Didiereaceae","Caryophyllales",4,0,0,6,4,1
"Alluaudiopsis","Didiereaceae","Caryophyllales",0,0,0,2,0,NA
"Almaleea","Fabaceae","Fabales",0,0,0,5,0,NA
"Almeidea","Rutaceae","Sapindales",0,0,0,5,0,NA
"Almutaster","Asteraceae","Asterales",0,0,0,1,0,NA
"Alniphyllum","Styracaceae","Ericales",2,0,0,3,2,1
"Alnus","Betulaceae","Fagales",26,0,0,44,26,1
"Alocasia","Araceae","Alismatales",0,0,3,80,3,0
"Alococarpum","Apiaceae","Apiales",0,0,0,1,0,NA
"Aloe","Xanthorrhoeaceae","Asparagales",28,1,46,558,74,0.378378378378378
"Aloinopsis","Aizoaceae","Caryophyllales",0,0,0,15,0,NA
"Alomia","Asteraceae","Asterales",0,0,0,5,0,NA
"Alomiella","Asteraceae","Asterales",0,0,0,2,0,NA
"Alonsoa","Scrophulariaceae","Lamiales",0,0,2,14,2,0
"Alopecurus","Poaceae","Poales",0,0,11,47,11,0
"Alophia","Iridaceae","Asparagales",0,0,5,5,5,0
"Aloysia","Verbenaceae","Lamiales",2,0,0,44,2,1
"Alphandia","Euphorbiaceae","Malpighiales",2,0,0,3,2,1
"Alphitonia","Rhamnaceae","Rosales",9,0,0,19,9,1
"Alphonsea","Annonaceae","Magnoliales",9,0,0,38,9,1
"Alpinia","Zingiberaceae","Zingiberales",0,0,18,244,18,0
"Alrawia","Asparagaceae","Asparagales",0,0,0,2,0,NA
"Alseis","Rubiaceae","Gentianales",6,0,0,18,6,1
"Alseodaphne","Lauraceae","Laurales",11,0,0,57,11,1
"Alseuosmia","Alseuosmiaceae","Asterales",1,0,0,5,1,1
"Alsinidendron","Caryophyllaceae","Caryophyllales",0,0,0,5,0,NA
"Alsodeiopsis","Icacinaceae","UnknownOrder-Icacinaceae",3,0,0,8,3,1
"Alsomitra","Cucurbitaceae","Cucurbitales",0,0,1,1,1,0
"Alsophila","Cyatheaceae","Cyatheales",0,0,0,71,0,NA
"Alstonia","Apocynaceae","Gentianales",17,0,0,43,17,1
"Alstroemeria","Alstroemeriaceae","Liliales",0,0,31,128,31,0
"Altamiranoa","Crassulaceae","Saxifragales",0,0,0,1,0,NA
"Altensteinia","Orchidaceae","Asparagales",0,0,0,7,0,NA
"Alternanthera","Amaranthaceae","Caryophyllales",0,0,5,137,5,0
"Althaea","Malvaceae","Malvales",0,0,1,17,1,0
"Althenia","Potamogetonaceae","Alismatales",0,0,0,2,0,NA
"Altingia","Altingiaceae","Saxifragales",6,0,0,11,6,1
"Altoparadisium","Poaceae","Poales",0,0,1,2,1,0
"Aluta","Myrtaceae","Myrtales",2,0,0,5,2,1
"Alvaradoa","Picramniaceae","Picramniales",1,0,0,6,1,1
"Alvesia","Lamiaceae","Lamiales",0,0,0,3,0,NA
"Alvimia","Poaceae","Poales",1,0,0,3,1,1
"Alvimiantha","Rhamnaceae","Rosales",0,0,0,1,0,NA
"Alvordia","Asteraceae","Asterales",0,0,0,4,0,NA
"Alyogyne","Malvaceae","Malvales",4,0,0,5,4,1
"Alysicarpus","Fabaceae","Fabales",0,0,0,34,0,NA
"Alyssoides","Brassicaceae","Brassicales",0,0,0,2,0,NA
"Alyssopsis","Brassicaceae","Brassicales",0,0,0,2,0,NA
"Alyssum","Brassicaceae","Brassicales",0,0,4,207,4,0
"Alyxia","Apocynaceae","Gentianales",4,0,0,105,4,1
"Alzatea","Penaeaceae","Myrtales",1,0,0,1,1,1
"Amaioua","Rubiaceae","Gentianales",2,0,0,9,2,1
"Amalia","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Amalocalyx","Apocynaceae","Gentianales",0,1,0,1,0,NA
"Amalophyllon","Gesneriaceae","Lamiales",0,0,2,13,2,0
"Amana","Liliaceae","Liliales",0,0,2,3,2,0
"Amanoa","Phyllanthaceae","Malpighiales",9,0,0,16,9,1
"Amaracarpus","Rubiaceae","Gentianales",0,0,0,30,0,NA
"Amaranthus","Amaranthaceae","Caryophyllales",0,0,18,105,18,0
"Amaroria","Simaroubaceae","Sapindales",1,0,0,1,1,1
"Amaryllis","Amaryllidaceae","Asparagales",0,0,2,4,2,0
"Amasonia","Lamiaceae","Lamiales",0,0,0,5,0,NA
"Amauria","Asteraceae","Asterales",0,0,0,3,0,NA
"Amauriopsis","Asteraceae","Asterales",0,0,0,1,0,NA
"Amauropelta","Thelypteridaceae","Polypodiales",0,0,0,12,0,NA
"Ambassa","Asteraceae","Asterales",0,0,0,1,0,NA
"Ambavia","Annonaceae","Magnoliales",1,0,0,2,1,1
"Ambelania","Apocynaceae","Gentianales",1,0,0,3,1,1
"Amberboa","Asteraceae","Asterales",0,0,0,9,0,NA
"Ambilobea","Burseraceae","Sapindales",0,0,0,1,0,NA
"Amblovenatum","Thelypteridaceae","Polypodiales",0,0,0,1,0,NA
"Amblyanthopsis","Primulaceae","Ericales",0,0,0,4,0,NA
"Amblyanthus","Primulaceae","Ericales",0,0,0,4,0,NA
"Amblygonocarpus","Fabaceae","Fabales",1,0,0,1,1,1
"Amblynotus","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Amblyocarpum","Asteraceae","Asterales",0,0,1,1,1,0
"Amblyolepis","Asteraceae","Asterales",0,0,0,1,0,NA
"Amblyopappus","Asteraceae","Asterales",0,0,1,1,1,0
"Amblysperma","Asteraceae","Asterales",0,0,0,1,0,NA
"Amblytropis","Fabaceae","Fabales",0,0,0,4,0,NA
"Ambongia","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Amborella","Amborellaceae","Amborellales",1,0,0,1,1,1
"Amboroa","Asteraceae","Asterales",0,0,0,2,0,NA
"Ambrella","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Ambrosia","Asteraceae","Asterales",6,0,4,51,10,0.6
"Ambrosina","Araceae","Alismatales",0,0,0,1,0,NA
"Amburana","Fabaceae","Fabales",1,0,0,2,1,1
"Ameghinoa","Asteraceae","Asterales",0,0,0,1,0,NA
"Amelanchier","Rosaceae","Rosales",14,0,0,28,14,1
"Amelasorbus","Rosaceae","Rosales",0,0,0,1,0,NA
"Amellus","Asteraceae","Asterales",0,0,0,12,0,NA
"Amentotaxus","Taxaceae","Cupressales",2,0,0,6,2,1
"Amerimnon","Fabaceae","Fabales",0,0,0,33,0,NA
"Ameroglossum","Scrophulariaceae","Lamiales",0,0,0,1,0,NA
"Amerosedum","Crassulaceae","Saxifragales",0,0,0,1,0,NA
"Amesia","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Amesiella","Orchidaceae","Asparagales",0,0,2,3,2,0
"Amesiodendron","Sapindaceae","Sapindales",1,0,0,3,1,1
"Amethystea","Lamiaceae","Lamiales",0,0,0,1,0,NA
"Amherstia","Fabaceae","Fabales",1,0,0,1,1,1
"Amianthium","Melanthiaceae","Liliales",0,0,0,1,0,NA
"Amicia","Fabaceae","Fabales",0,0,0,8,0,NA
"Amischotolype","Commelinaceae","Commelinales",0,0,3,10,3,0
"Amitostigma","Orchidaceae","Asparagales",0,0,1,29,1,0
"Ammandra","Arecaceae","Arecales",1,0,0,1,1,1
"Ammannia","Lythraceae","Myrtales",0,0,4,24,4,0
"Ammi","Apiaceae","Apiales",0,0,1,6,1,0
"Ammobium","Asteraceae","Asterales",0,0,1,2,1,0
"Ammocalamagrostis","Poaceae","Poales",0,0,0,1,0,NA
"Ammocharis","Amaryllidaceae","Asparagales",0,0,0,7,0,NA
"Ammochloa","Poaceae","Poales",0,0,0,3,0,NA
"Ammodaucus","Apiaceae","Apiales",0,0,0,1,0,NA
"Ammodendron","Fabaceae","Fabales",1,0,0,5,1,1
"Ammoides","Apiaceae","Apiales",0,0,0,3,0,NA
"Ammophila","Poaceae","Poales",0,0,2,3,2,0
"Ammopiptanthus","Fabaceae","Fabales",1,0,0,2,1,1
"Ammoselinum","Apiaceae","Apiales",0,0,0,5,0,NA
"Ammosperma","Brassicaceae","Brassicales",0,0,0,2,0,NA
"Amolinia","Asteraceae","Asterales",0,0,0,1,0,NA
"Amomum","Zingiberaceae","Zingiberales",0,0,16,179,16,0
"Amomyrtella","Myrtaceae","Myrtales",0,0,0,2,0,NA
"Amomyrtus","Myrtaceae","Myrtales",2,0,0,2,2,1
"Amoreuxia","Bixaceae","Malvales",0,0,1,4,1,0
"Amoria","Fabaceae","Fabales",0,0,0,2,0,NA
"Amorimia","Malpighiaceae","Malpighiales",0,0,0,10,0,NA
"Amorpha","Fabaceae","Fabales",3,0,0,18,3,1
"Amorphophallus","Araceae","Alismatales",0,0,66,198,66,0
"Ampelamus","Apocynaceae","Gentianales",0,0,0,2,0,NA
"Ampelaster","Asteraceae","Asterales",0,0,0,1,0,NA
"Ampelocalamus","Poaceae","Poales",1,0,0,13,1,1
"Ampelocera","Ulmaceae","Rosales",5,0,0,12,5,1
"Ampelocissus","Vitaceae","Vitales",0,1,0,96,0,NA
"Ampelodesmos","Poaceae","Poales",0,0,1,2,1,0
"Ampelopsis","Vitaceae","Vitales",2,0,1,24,3,0.666666666666667
"Ampelopteris","Thelypteridaceae","Polypodiales",0,0,0,1,0,NA
"Ampelosicyos","Cucurbitaceae","Cucurbitales",0,1,0,6,0,NA
"Ampelosycios","Cucurbitaceae","Cucurbitales",0,1,0,2,0,NA
"Ampelozizyphus","Rhamnaceae","Rosales",0,0,0,2,0,NA
"Amperea","Euphorbiaceae","Malpighiales",1,0,0,8,1,1
"Amphiachyris","Asteraceae","Asterales",0,0,0,2,0,NA
"Amphiasma","Rubiaceae","Gentianales",3,0,1,7,4,0.75
"Amphiblemma","Melastomataceae","Myrtales",0,0,0,8,0,NA
"Amphibolia","Aizoaceae","Caryophyllales",0,0,0,13,0,NA
"Amphibolis","Cymodoceaceae","Alismatales",0,0,1,2,1,0
"Amphibologyne","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Amphicarpaea","Fabaceae","Fabales",0,0,1,4,1,0
"Amphicarpum","Poaceae","Poales",0,0,1,2,1,0
"Amphicosmia","Cyatheaceae","Cyatheales",0,0,0,2,0,NA
"Amphidasya","Rubiaceae","Gentianales",0,1,0,13,0,NA
"Amphidoxa","Asteraceae","Asterales",0,0,0,1,0,NA
"Amphiglossa","Asteraceae","Asterales",0,0,0,11,0,NA
"Amphilophium","Bignoniaceae","Lamiales",7,0,0,43,7,1
"Amphimas","Fabaceae","Fabales",2,0,0,3,2,1
"Amphineurion","Apocynaceae","Gentianales",0,1,0,1,0,NA
"Amphineuron","Thelypteridaceae","Polypodiales",0,0,0,6,0,NA
"Amphinomia","Fabaceae","Fabales",0,0,0,2,0,NA
"Amphiolanthus","Linderniaceae","Lamiales",0,0,0,3,0,NA
"Amphipappus","Asteraceae","Asterales",1,0,0,1,1,1
"Amphipetalum","Portulacaceae","Caryophyllales",0,0,0,1,0,NA
"Amphiphyllum","Rapateaceae","Poales",0,0,0,1,0,NA
"Amphipogon","Poaceae","Poales",0,0,2,8,2,0
"Amphipterum","Hymenophyllaceae","Hymenophyllales",0,0,0,1,0,NA
"Amphipterygium","Anacardiaceae","Sapindales",1,0,0,5,1,1
"Amphirrhox","Violaceae","Malpighiales",1,0,0,2,1,1
"Amphiscirpus","Cyperaceae","Poales",0,0,1,1,1,0
"Amphistemon","Rubiaceae","Gentianales",0,0,0,2,0,NA
"Amphitecna","Bignoniaceae","Lamiales",4,0,0,19,4,1
"Amphithalea","Fabaceae","Fabales",15,0,0,23,15,1
"Amphoricarpos","Asteraceae","Asterales",0,0,0,5,0,NA
"Amphorocalyx","Melastomataceae","Myrtales",0,0,0,5,0,NA
"Amphorogyne","Santalaceae","Santalales",0,0,0,3,0,NA
"Amphymenium","Fabaceae","Fabales",0,0,0,1,0,NA
"Amsinckia","Boraginaceae","UnknownOrder-Boraginaceae",0,0,1,14,1,0
"Amsonia","Apocynaceae","Gentianales",0,0,3,19,3,0
"Amydrium","Araceae","Alismatales",0,0,0,5,0,NA
"Amyema","Loranthaceae","Santalales",10,0,0,94,10,1
"Amylotheca","Loranthaceae","Santalales",1,0,0,4,1,1
"Amyrea","Euphorbiaceae","Malpighiales",1,0,0,11,1,1
"Amyris","Rutaceae","Sapindales",3,0,0,58,3,1
"Amyxa","Thymelaeaceae","Malvales",1,0,0,1,1,1
"Anabasis","Amaranthaceae","Caryophyllales",6,0,0,28,6,1
"Anacampseros","Anacampserotaceae","Caryophyllales",0,1,0,55,0,NA
"Anacamptiplatanthera","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Anacamptis","Orchidaceae","Asparagales",0,0,0,34,0,NA
"Anacamptorchis","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Anacantha","Asteraceae","Asterales",0,0,0,3,0,NA
"Anacaona","Cucurbitaceae","Cucurbitales",0,1,0,1,0,NA
"Anacardium","Anacardiaceae","Sapindales",7,0,0,20,7,1
"Anacolosa","Olacaceae","Santalales",2,0,0,15,2,1
"Anacyclus","Asteraceae","Asterales",0,0,0,12,0,NA
"Anadelphia","Poaceae","Poales",0,0,0,14,0,NA
"Anadenanthera","Fabaceae","Fabales",2,0,0,2,2,1
"Anadendrum","Araceae","Alismatales",0,0,0,12,0,NA
"Anaectocalyx","Melastomataceae","Myrtales",0,0,0,2,0,NA
"Anagallis","Primulaceae","Ericales",0,0,14,34,14,0
"Anagyris","Fabaceae","Fabales",1,0,0,1,1,1
"Anakasia","Araliaceae","Apiales",0,0,0,1,0,NA
"Anamaria","Scrophulariaceae","Lamiales",0,0,0,1,0,NA
"Anamirta","Menispermaceae","Ranunculales",1,0,0,1,1,1
"Ananas","Bromeliaceae","Poales",0,0,2,6,2,0
"Anangia","Cucurbitaceae","Cucurbitales",0,0,0,1,0,NA
"Ananthacorus","Pteridaceae","Polypodiales",0,0,0,1,0,NA
"Anapalina","Iridaceae","Asparagales",0,0,0,1,0,NA
"Anapausia","Polypodiaceae","Polypodiales",0,0,0,2,0,NA
"Anapeltis","Polypodiaceae","Polypodiales",0,0,0,3,0,NA
"Anaphalioides","Asteraceae","Asterales",0,0,2,8,2,0
"Anaphalis","Asteraceae","Asterales",0,0,3,113,3,0
"Anaphyllopsis","Araceae","Alismatales",0,0,0,3,0,NA
"Anaphyllum","Araceae","Alismatales",0,0,0,2,0,NA
"Anarrhinum","Plantaginaceae","Lamiales",0,0,0,8,0,NA
"Anarthria","Anarthriaceae","Poales",0,0,6,6,6,0
"Anarthrophyllum","Fabaceae","Fabales",1,0,0,16,1,1
"Anarthropteris","Polypodiaceae","Polypodiales",0,0,0,1,0,NA
"Anastatica","Brassicaceae","Brassicales",0,0,0,1,0,NA
"Anastrabe","Stilbaceae","Lamiales",0,0,0,1,0,NA
"Anastraphia","Asteraceae","Asterales",0,0,0,11,0,NA
"Anathallis","Orchidaceae","Asparagales",0,0,1,152,1,0
"Anatropanthus","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Anaxagorea","Annonaceae","Magnoliales",12,0,0,25,12,1
"Anaxeton","Asteraceae","Asterales",1,0,0,10,1,1
"Ancana","Annonaceae","Magnoliales",1,0,0,2,1,1
"Ancathia","Asteraceae","Asterales",0,0,0,1,0,NA
"Anchietea","Violaceae","Malpighiales",0,0,0,8,0,NA
"Anchomanes","Araceae","Alismatales",0,0,2,6,2,0
"Anchonium","Brassicaceae","Brassicales",0,0,0,2,0,NA
"Anchusa","Boraginaceae","UnknownOrder-Boraginaceae",0,0,3,37,3,0
"Ancistrachne","Poaceae","Poales",0,0,0,4,0,NA
"Ancistragrostis","Poaceae","Poales",0,0,0,1,0,NA
"Ancistranthus","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Ancistrocarphus","Asteraceae","Asterales",0,0,0,2,0,NA
"Ancistrocarpus","Malvaceae","Malvales",0,0,0,3,0,NA
"Ancistrocarya","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Ancistrochilus","Orchidaceae","Asparagales",0,0,1,2,1,0
"Ancistrocladus","Ancistrocladaceae","Caryophyllales",5,1,0,21,5,1
"Ancistrorhynchus","Orchidaceae","Asparagales",0,0,4,18,4,0
"Ancistrostylis","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Ancistrothyrsus","Passifloraceae","Malpighiales",0,0,0,2,0,NA
"Ancistrotropis","Fabaceae","Fabales",0,0,0,6,0,NA
"Ancylobothrys","Apocynaceae","Gentianales",2,0,0,7,2,1
"Ancylostemon","Gesneriaceae","Lamiales",0,0,0,17,0,NA
"Ancylotropis","Polygalaceae","Fabales",0,0,0,2,0,NA
"Andeimalva","Malvaceae","Malvales",0,0,0,4,0,NA
"Anderbergia","Asteraceae","Asterales",0,0,0,6,0,NA
"Andersonia","Ericaceae","Ericales",4,0,0,30,4,1
"Andinia","Orchidaceae","Asparagales",0,0,1,13,1,0
"Andira","Fabaceae","Fabales",10,0,0,48,10,1
"Andrachne","Phyllanthaceae","Malpighiales",3,0,0,22,3,1
"Andradea","Nyctaginaceae","Caryophyllales",1,0,0,1,1,1
"Andreadoxa","Rutaceae","Sapindales",0,0,0,1,0,NA
"Andriana","Apiaceae","Apiales",0,0,0,3,0,NA
"Androcalymma","Fabaceae","Fabales",0,0,0,1,0,NA
"Androcorys","Orchidaceae","Asparagales",0,0,0,10,0,NA
"Androcymbium","Colchicaceae","Liliales",0,0,7,57,7,0
"Andrographis","Acanthaceae","Lamiales",0,0,1,32,1,0
"Androlepis","Bromeliaceae","Poales",0,0,1,2,1,0
"Andromeda","Ericaceae","Ericales",2,0,0,4,2,1
"Andropogon","Poaceae","Poales",0,0,9,120,9,0
"Andropterum","Poaceae","Poales",0,0,0,1,0,NA
"Androsace","Primulaceae","Ericales",0,1,8,170,8,0
"Androsiphonia","Passifloraceae","Malpighiales",0,0,0,1,0,NA
"Androstachys","Picrodendraceae","Malpighiales",1,0,0,1,1,1
"Androstephium","Asparagaceae","Asparagales",0,0,1,2,1,0
"Androtium","Anacardiaceae","Sapindales",1,0,0,1,1,1
"Androtrichum","Cyperaceae","Poales",0,0,0,2,0,NA
"Androya","Scrophulariaceae","Lamiales",0,0,0,1,0,NA
"Andryala","Asteraceae","Asterales",0,0,4,30,4,0
"Andrzeiowskia","Brassicaceae","Brassicales",0,0,0,1,0,NA
"Anechites","Apocynaceae","Gentianales",0,1,0,1,0,NA
"Aneilema","Commelinaceae","Commelinales",0,0,9,62,9,0
"Anelsonia","Brassicaceae","Brassicales",0,0,1,1,1,0
"Anemarrhena","Asparagaceae","Asparagales",0,0,1,1,1,0
"Anemia","Anemiaceae","Schizaeales",0,0,0,85,0,NA
"Anemidictyon","Anemiaceae","Schizaeales",0,0,0,1,0,NA
"Anemocarpa","Asteraceae","Asterales",0,0,1,3,1,0
"Anemoclema","Ranunculaceae","Ranunculales",0,0,0,1,0,NA
"Anemone","Ranunculaceae","Ranunculales",0,0,17,172,17,0
"Anemonella","Ranunculaceae","Ranunculales",0,0,1,1,1,0
"Anemonidium","Ranunculaceae","Ranunculales",0,0,0,1,0,NA
"Anemonoides","Ranunculaceae","Ranunculales",0,0,0,1,0,NA
"Anemonopsis","Ranunculaceae","Ranunculales",0,0,0,1,0,NA
"Anemopaegma","Bignoniaceae","Lamiales",9,0,0,45,9,1
"Anemopsis","Saururaceae","Piperales",0,0,1,1,1,0
"Anetanthus","Gesneriaceae","Lamiales",0,0,1,2,1,0
"Anethum","Apiaceae","Apiales",0,0,1,4,1,0
"Anetium","Pteridaceae","Polypodiales",0,0,0,2,0,NA
"Aneulophus","Erythroxylaceae","Malpighiales",0,0,0,2,0,NA
"Angadenia","Apocynaceae","Gentianales",0,1,0,2,0,NA
"Angeldiazia","Asteraceae","Asterales",0,0,0,1,0,NA
"Angelica","Apiaceae","Apiales",0,0,10,116,10,0
"Angelonia","Plantaginaceae","Lamiales",0,0,0,34,0,NA
"Angelphytum","Asteraceae","Asterales",0,2,0,15,0,NA
"Angianthus","Asteraceae","Asterales",0,0,2,19,2,0
"Anginon","Apiaceae","Apiales",1,0,0,13,1,1
"Angiopteris","Marattiaceae","Marattiales",0,0,73,75,73,0
"Angkalanthus","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Angolaea","Podostemaceae","Malpighiales",0,0,0,1,0,NA
"Angolluma","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Angophora","Myrtaceae","Myrtales",14,0,0,16,14,1
"Angoseseli","Apiaceae","Apiales",0,0,0,2,0,NA
"Angostura","Rutaceae","Sapindales",0,0,0,21,0,NA
"Angostylis","Euphorbiaceae","Malpighiales",0,0,0,2,0,NA
"Angraecopsis","Orchidaceae","Asparagales",0,0,3,22,3,0
"Angraecum","Orchidaceae","Asparagales",0,0,19,221,19,0
"Anguloa","Orchidaceae","Asparagales",0,0,1,13,1,0
"Angylocalyx","Fabaceae","Fabales",2,0,0,6,2,1
"Aniba","Lauraceae","Laurales",21,0,0,48,21,1
"Anigozanthos","Haemodoraceae","Commelinales",0,0,9,11,9,0
"Anil","Fabaceae","Fabales",0,0,0,1,0,NA
"Anila","Fabaceae","Fabales",0,0,0,28,0,NA
"Anisacanthus","Acanthaceae","Lamiales",0,0,0,17,0,NA
